	MTUS1	CELA1	EPPIN	RP11-219B4.5	FABP7	C2orf69	TFPI	ID4	ZNF227	RPS17L	SULT1C2	GPR144	C17orf47	ACSL4	VIPAS39	GPR183
TCGA-BH-A6R9-01A-21R-A32P-07	9.61091996				1.71790525	6.99755166	9.17555244	8.01619114	7.90201021	9.87120093	3.05212459		1.3709466	10.16631718	8.65787562	8.69506237
TCGA-E9-A248-01A-11R-A169-07	10.6219097			0.33842309	4.84920451	8.83958636	8.42392329	6.98627506	8.08883765	2.55071585	5.53849147		-0.79750023	8.515768	8.96758446	8.93012516
TCGA-A8-A07U-01A-11R-A034-07	9.03629681				7.03844882	8.15322816	8.82342025	6.48934463	7.272829	7.73762424	4.75165848		-0.93388099	8.59403825	8.23145716	8.27202209
TCGA-A7-A13H-01A-11R-A22K-07	10.19522413	1.11451861	2.37467108		4.86400763	7.17712893	7.81632693	8.61991307	7.66966682	3.40463834	5.84338335		0.5252775	7.51499581	8.41969399	7.82251985
TCGA-LQ-A4E4-01A-11R-A266-07	9.94648401				1.60769448	7.25769085	7.30983314	6.43059963	7.92639763	11.58356742	2.29866438		-0.05461454	6.38020183	8.42209746	4.80856746
TCGA-C8-A26V-01A-11R-A16F-07	10.59906731			2.42982288	1.49846877	8.08015168	8.38462736	6.30993507	8.39454672	10.22113813	11.1817534		-0.52142718	7.13896491	7.79823532	6.80335308
TCGA-E2-A154-01A-11R-A115-07	10.55925354		2.97935485		1.52776221	7.19684142	6.56403921	7.03645932	7.56052695	11.76590994	4.45982957	-1.49777988	-0.81342476	6.56011222	8.25158358	4.59681986
TCGA-C8-A1HO-01A-11R-A13Q-07	8.78628335	-0.22850534		0.78622663		8.88274379	7.02158393	6.69576817	8.65217954	10.97262445	3.28288552		2.4918689	6.76954044	8.7879552	5.90686363
TCGA-D8-A73U-01A-11R-A33J-07	9.53391867					7.10151261	7.67417732	7.1654631	7.50988769	5.9608553	8.3881942			8.22180548	8.45639711	8.3329787
TCGA-EW-A1OZ-01A-11R-A144-07	8.39644047			0.94186259	1.5375045	7.53583892	6.92882304	4.85037537	7.90919478	10.76686811	3.15344171		1.34597403	7.63162556	8.13387056	8.69176032
TCGA-D8-A1XK-01A-21R-A14M-07	7.35474716	-0.23719242		3.61554091	4.58484928	8.03080252	6.70895449	8.44005858	8.90239602	9.78740976	5.38503817			10.01098484	7.86866638	8.04700403
TCGA-E2-A14V-01A-11R-A12D-07	9.97280176	0.58889237		0.63072952	4.73676626	7.7476637	8.77036205	7.05141667	8.18760752	7.95332834	2.05366602	-0.99493131	2.82025311	7.21275881	8.39599036	6.33267703
TCGA-OL-A5DA-01A-11R-A27Q-07	9.94373762	-0.17705252	0.30660694	1.62149454	6.24546723	7.38240157	6.01930254	6.76023078	7.98883553	9.23214769	-0.03553182	0.45807946	0.43541251	6.4724399	8.5048485	6.02965188
TCGA-AR-A24X-01A-11R-A169-07	9.85469476		0.54173088	2.05216305	0.65764483	7.98194985	7.17817748	6.14245845	8.41683231	11.83875691	0.30073296		0.36723467	7.69440231	8.53905714	7.40816841
TCGA-AR-A2LL-01A-11R-A180-07	9.56501807	-0.39108462		2.29603097	1.12303774	7.57918672	7.12424335	5.46564215	7.80408792	10.44996083	5.76984801		1.405163	7.35519906	8.42277708	7.91155867
TCGA-AO-A0JE-01A-11R-A056-07	10.38779692	1.08144083	2.4918689	0.86409687	5.69587522	6.99804707	9.29728781	5.78426203	7.53297014	5.31581645	4.53356321		0.64540852	8.8609532	8.8913398	7.61778008
TCGA-AR-A1AI-01A-11R-A12P-07	10.41813245	-0.25822121		3.00809522	11.41387669	8.02923017	7.09375011	7.31945536	7.76289941	11.4610261	5.73832764		0.04849545	8.79595876	8.52143056	8.49789458
TCGA-BH-A18F-01A-11R-A12D-07	9.59533677	0.38250365			4.56317333	7.65569388	8.3788183	7.51993409	7.44170326	10.32988914	1.09002114	-1.40624515		7.94786547	8.21368358	8.41453934
TCGA-D8-A1XB-01A-11R-A14D-07	10.7884756				2.24968736	7.65315788	6.97267852	6.84779105	8.16252494	9.75460783		-1.34851431	-0.49745862	7.78725358	8.38900968	5.7236952
TCGA-AQ-A04H-01B-11R-A10J-07	10.16173242	-0.19968357			2.14653236	6.59243574	7.65355773	5.76815951	7.0906377	11.63315453	2.55502056		1.00802066	7.19953518	8.11514867	6.82649317
TCGA-A7-A0CD-01A-11R-A00Z-07	10.4235131	0.34565841				7.98023246	7.3353029	6.5088028	8.2435801	11.60070876	3.52833002			7.06988766	7.93791801	5.16322578
TCGA-A8-A08J-01A-11R-A00Z-07	9.68075233			-0.1907659		7.29439256	11.01155531	5.61952255	8.29507868	7.6705726	3.56940483		0.04147672	7.73348103	8.94154582	6.66846119
TCGA-A8-A082-01A-11R-A00Z-07	8.24640924		-0.51299509			6.7991305	6.65137393	3.40187876	7.92069925	11.85662839				7.07863561	7.75176417	5.97127664
TCGA-D8-A13Y-01A-11R-A115-07	8.80575158	-0.59537706		3.57806389	3.97794173	7.68264303	6.40693161	6.85798183	7.7480211	5.50834556	1.84218091	-1.2894905	1.92505049	7.24300627	8.15887097	4.63483632
TCGA-A8-A07B-01A-11R-A00Z-07	9.37799841					7.92962811	9.04119211	5.77915691	8.57367926	10.92027834	1.16487149			7.1854846	7.4256402	4.96811586
TCGA-A2-A04V-01A-21R-A034-07	9.26680637	1.8450937	-0.29030604		1.0364109	7.39690886	7.47557144	6.07293585	8.03661763	11.15349873	1.21100347		0.1033315	7.39305018	8.24912824	7.78846147
TCGA-AN-A0AJ-01A-11R-A00Z-07	8.88455983	1.93674143	3.76559209	-0.11085036		7.49770314	6.76252275	6.01052948	8.00057513	9.48257415	5.54565337		0.62719633	7.81034827	8.49094	7.68654004
TCGA-A8-A08I-01A-11R-A00Z-07	10.38834767	0.74585706	4.75274947	0.47552145	2.00178937	8.47294718	6.08488156	3.75718549	8.62130543	5.25894997	7.6552176		0.093885	8.46354731	8.63588994	6.58270525
TCGA-D8-A27T-01A-11R-A16F-07	10.59772862				-0.81727562	7.28694481	8.23694539	6.85430742	8.33475469	7.96930572	4.19615673		-0.11085036	8.00647474	8.43760495	7.81965337
TCGA-AC-A5EH-01A-11R-A28M-07	9.30425099	0.73815949	2.73761934		8.43432651	7.6347824	6.84475027	6.2316223	7.60090061	9.70042676	3.55237122		0.28709906	7.6071315	8.48490247	7.50622733
TCGA-S3-AA0Z-01A-11R-A41B-07	10.14149482		-1.42458623	2.84420732	8.75275198	6.98059932	6.81837488	7.21647515	8.0762421	7.61609477	2.91949214	-1.01153641	-0.93032169	7.54414779	8.02474183	8.35001731
TCGA-B6-A0WY-01A-11R-A109-07	9.83679206	-0.65501706	-1.53763246		8.35958128	7.30768572	8.58807868	9.564645	7.91732364	8.27286557	5.35762887	3.7739795		8.52143056	8.56947679	6.88539878
TCGA-AN-A0AM-01A-11R-A034-07	10.26862895		1.34744271	-0.17484201	-0.62723039	7.56521787	6.53365626	4.54354809	8.39599036	5.8900183	4.62180142		0.06299857	7.64811963	8.83653981	6.82203276
TCGA-BH-A0W5-01A-11R-A109-07	9.61058079	-1.02121217	0.285024		5.21899536	7.4479195	7.9275878	8.55535883	7.98800201	5.00485358	4.70279259	0.12619903	0.67032198	8.03155072	8.35349909	9.08529796
TCGA-A2-A0SY-01A-31R-A084-07	9.94222907	-0.32933003	-0.32133925	0.72922466	6.35687607	7.68145155	8.49871834	8.97122474	7.58851595	7.23292537	3.35854437			8.31075001	8.39644047	8.46247729
TCGA-AN-A0XU-01A-11R-A109-07	8.72989559	-0.59899109		0.97633022	11.28190014	8.48556472	8.48784873	9.79758734	8.3955909	4.07667404	2.70072153		0.51445041	9.16930074	8.66182292	6.46554722
TCGA-A7-A0CE-01A-11R-A00Z-07	9.13779755		3.82041046	2.67008386	4.54770621	6.88904536	7.51546447	8.75509399	8.37719638	5.55158797		-0.95067114	0.8187417	8.41305293	9.01757349	7.15383036
TCGA-AO-A03L-01A-41R-A056-07	9.9985086	1.52321339	-0.49455973		4.056333	7.77109163	7.69134742	6.89332304	7.55371755	7.64587345	-1.17199417	-1.0666524	-0.97277265	7.99936787	8.59544757	7.46352165
TCGA-BH-A0C3-01A-21R-A12P-07	10.88544338				0.4827678	7.84303337	9.68700877	7.23664648	8.0026748	6.18907551	4.92596711			8.8184555	8.37947257	8.13387056
TCGA-GI-A2C9-01A-11R-A21T-07	11.07294462		0.58149005	2.8547029	11.79525185	8.44039827	7.49816311	11.49870824	8.36477087	1.66238129	2.8589018		0.34760786	10.5790121	8.24725867	7.56440909
TCGA-B6-A0RQ-01A-11R-A115-07	10.34414053				8.07172154	7.04572596	6.91510908	10.06460878	7.64714952	11.72549594	0.04371947	4.15111581	-1.01573797	8.63318179	8.06672308	4.73463211
TCGA-A2-A0YL-01A-21R-A109-07	10.52804745	-0.65799597	-0.11524803	2.25111358	7.46995136	7.6280431	9.39298219	9.049718	8.39389239	5.81459136	1.13610786	4.30175442	1.52321339	8.22700541	8.38164646	7.6679905
TCGA-BH-A0H5-01A-21R-A115-07	10.04162374	-0.68386639	2.31700223		6.5088028	7.49207392	8.46470224	7.34726759	8.02923017	6.26078477	4.50296209	-0.29834213	0.50692974	8.48150599	8.48902893	10.50382294
TCGA-A2-A4S0-01A-21R-A266-07	9.80591171				-0.38334659	7.95258432	6.46359481	4.05515484	7.61067279	11.74290624	3.01849091	-1.40469224	1.86135422	5.41808934	8.27791032	5.23382504
TCGA-E9-A247-01A-11R-A169-07	10.09765363	1.06032155	-1.317402	0.44273046	3.88776026	7.83006412	7.2719343	6.53628594	7.97304712	9.15065393	6.28068812	-0.76186589	1.52321339	7.00654822	8.98623347	5.71241165
TCGA-E2-A15A-01A-11R-A12D-07	9.41922786			-0.1813452	0.0464908	8.25120969	11.54255533	4.94886049	7.76722155	10.24694178	3.44331854		0.00423129	7.63922654	8.36754805	7.73472351
TCGA-D8-A1JG-01B-11R-A13Q-07	9.93642297	0.35495943	3.68828116	1.92346624	4.72948802	8.39644047	8.47428029	6.24281501	7.77144059	8.53645196	4.95411562		0.03686828	8.05323478	8.33590162	7.46045531
TCGA-AN-A0FV-01A-11R-A00Z-07	10.11933269	2.38013944	0.8985549		1.07987487	7.43497489	7.73086053	6.09334103	7.18907324	11.0581296	1.22195776		-1.07442085	7.51993409	8.2377611	4.96705311
TCGA-A2-A0YJ-01A-11R-A109-07	8.02235365			3.84399599	6.4838738	7.73171992	5.95429627	10.17060533	6.19301251	11.79983006	4.02395838		0.68067884	9.3223656	8.04583091	7.33768834
TCGA-A8-A06Z-01A-11R-A00Z-07	9.39332139	-1.2894905		3.43827392		7.60449292	6.51834002	4.12804616	7.95488016	11.84711187	5.19373997		0.35864552	6.43126004	7.95144528	5.95600126
TCGA-AO-A0J8-01A-21R-A034-07	10.67206737	1.09656844	-0.17484201	1.40664289		7.35265094	6.73488154	6.92327314	8.41819113	8.96847583	2.46692825		0.6086268	7.48501511	8.66612659	7.00600193
TCGA-BH-A0H0-01A-11R-A056-07	9.46138846		-1.33324446			8.48824755	6.75847845	5.60080138	8.33871304	11.83524084				6.79128722	7.89138107	6.1132543
TCGA-BH-A1ES-01A-11R-A137-07	7.86250071	0.05133111		0.34204236	1.43922672	7.36430645	6.85921195	6.5681883	9.33940394	11.86259476				7.19208308	8.31336569	5.13265428
TCGA-AR-A24R-01A-11R-A169-07	10.49623959	-0.3855181	1.74638433	0.31000439	-0.72550712	7.78347724	7.61141339	5.49555604	7.91193287	9.15065393	3.69307816			7.76764697	9.24995424	7.20828349
TCGA-BH-A0BW-01A-11R-A115-07	9.80497927		2.02330513	1.60926871	7.02551815	7.87588693	9.52787339	8.74330576	7.99813507	5.41769461	4.06323331		1.49082394	9.43055671	8.46752131	7.98194985
TCGA-AR-A1AW-01A-21R-A12P-07	8.4752485		2.33806568		2.56302178	7.87540247	7.86574077	4.37541755	8.28825635	6.34011445	7.00940741		0.82756105	9.20808018	8.40149502	9.93152384
TCGA-B6-A0RT-01A-21R-A084-07	8.72400543		-0.59236653		9.5123992	7.55793926	8.72099247	8.37551459	7.93972921	1.17441531	5.08199527	-0.34367452	0.13821456	9.02120481	8.45612544	9.51119517
TCGA-A7-A425-01A-11R-A24H-07	9.52574509	0.82035633	2.85074955	1.09506409	8.23633388	6.3298037	8.22019141	7.99517665	7.39352736	5.44379094	5.04281605	3.07913483	0.38848375	7.05197951	8.25194875	7.84303337
TCGA-A1-A0SP-01A-11R-A084-07	9.97280176	-0.34591696	2.09698246	4.13383615	9.16247243	8.08092515	8.66182292	9.36363239	8.05971913	4.56201315	5.14350261			8.69254139	8.65998096	8.30894905
TCGA-EW-A2FV-01A-11R-A17B-07	9.97863314			1.31109105	6.05012105	8.05046349	9.59347993	8.48672803	7.48445303	7.6381938	3.17394721	3.02243305	0.52180988	8.15799567	8.33224808	8.71407493
TCGA-BH-A1EW-01A-11R-A137-07	9.93152384		1.68341256	0.15605307		7.92029975	8.49664639	6.5917688	7.95656331	8.09938945	2.23124061		0.30281378	9.79625637	7.82337877	9.29939971
TCGA-PL-A8LZ-01A-31R-A36F-07	9.92162377				6.9168015	7.75739602	9.01002268	7.91876107	8.10100864	9.23214769	2.70866842			8.90098758	8.63318179	8.0330641
TCGA-A1-A0SN-01A-11R-A144-07	9.88429444	1.46408487	-0.34591696		2.71673595	7.68817307	7.55467083	6.49739935	7.74068703	8.65517923	3.20420617		-0.92680606	7.8787439	8.18203431	7.85785723
TCGA-AR-A1AS-01A-11R-A12P-07	8.9957613			-0.0405272		6.56288437	5.53670363	4.22108498	7.62063994	11.74066198	2.71008702			6.23103012	8.70026511	4.43657145
TCGA-AO-A03V-01A-11R-A115-07	9.31352916	-0.6305361		2.07398418	3.80726787	7.99813507	7.27424414	6.95801219	7.80179931	7.34964708	1.54784619		-1.18488687	7.17909831	8.9639447	6.97955828
TCGA-BH-A0BJ-01A-11R-A056-07	10.28652624			-0.01793598	5.20455186	7.93122651	8.23021694	7.53674969	8.23814353	9.78005047	1.91606556	-1.34646625	-1.27276801	8.18760752	8.39419829	7.46709819
TCGA-BH-A1F5-01A-12R-A13Q-07	9.71427299					8.86539957	7.11351466	8.71340437	7.32198557	11.73208401	1.47676605			7.54179765	8.59582959	8.07285182
TCGA-C8-A27B-01A-11R-A169-07	8.51416347	-0.18842042	1.2750381	1.54485381	11.84599389	8.21400649	8.78682656	6.73808902	7.61427368	11.53264044	3.88550634			8.27933744	7.75611143	8.10422926
TCGA-E9-A22E-01A-11R-A157-07	10.11709523	-0.23719242	2.91949214	1.99597532		7.34524755	9.30664239	8.61301971	8.15354265	10.2168156	2.72460693		0.52899777	8.81394959	8.43633967	6.66044119
TCGA-5L-AAT0-01A-12R-A41B-07	9.64595079	1.29608634	0.94186259		6.06655154	6.75551171	7.81503472	7.49949979	7.61623133	9.63723718	2.65506019	-1.47704763	-0.74522754	7.16287937	8.56034241	6.76381271
TCGA-A2-A0CM-01A-31R-A034-07	8.35688011			3.13414883	5.45073232	8.23555243	7.94870721	6.09176557	7.51864908	10.75917743	3.74636501			8.94700158	8.5525997	8.6934835
TCGA-BH-A0B3-01A-11R-A056-07	8.93012516	1.15698179		1.60615563	7.28538483	7.73043518	7.39264126	8.96800028	8.26041	7.82242382	4.10488581			9.06246869	8.45612544	7.18388963
TCGA-A8-A09B-01A-11R-A00Z-07	11.05297822			0.1240234		7.4288509	7.31782832	5.83938042	7.65838233	9.65092824	5.29360238	-1.01573797	-0.24853089	6.87103265	8.30894905	5.83308588
TCGA-LD-A74U-01A-13R-A33J-07	10.10073846	1.39916459	-0.1421063	2.27775836	5.32838743	7.1570029	8.71269121	8.784671	7.8830976	2.13990571	3.0826927	7.01114799	-1.22001878	8.5368752	8.68381544	7.66609268
TCGA-AR-A2LN-01A-21R-A18M-07	11.29131078	5.99357197	1.09357055	-0.10443673	3.48631812	7.30034894	9.19725763	9.09843803	8.74418005	2.08944063		1.47963334	0.34369114	8.43151515	7.78193796	8.39526004
TCGA-AO-A0JM-01A-21R-A056-07	9.67097746	2.87488888		0.37098576		7.11080166	7.57237651	6.4946492	6.97101406	11.73331104	3.50380951		0.17752669	7.49255888	8.65552418	7.38577577
TCGA-D8-A1XJ-01A-11R-A14M-07	10.27858603	-0.18613037	0.4298516			8.10508771	7.14755207	6.05339574	7.9807086	10.91436771	5.17392359			7.20297103	8.04536373	6.69409137
TCGA-A7-A0CJ-01A-21R-A00Z-07	9.95927408		2.00435726		4.29585178	7.9058958	7.1833442	5.36998126	8.20120218	11.84833468	3.02498247		2.11660093	6.81489735	8.36609553	6.16669004
TCGA-D8-A1XV-01A-11R-A14M-07	10.26928148			0.8491669	-0.85866356	7.66313117	5.99437158	3.17394721	8.40830549	11.73038076	2.14362116		-0.25822121	5.70193325	8.04076595	4.38566198
TCGA-A7-A4SF-01A-11R-A266-07	8.94835925			1.00987968		7.27042565	5.91430842	3.81463515	7.70301328	11.74991856	5.04767591			6.0145371	8.41153268	5.88053043
TCGA-A7-A0DC-01A-11R-A00Z-07-2	9.56878275	-0.4169024	1.68341256		-0.90207055	8.89565868	7.36083086	4.22108498	8.69137829	11.78857263	2.26185299		1.55420975	7.01508224	8.72498983	6.43192778
TCGA-B6-A40C-01A-11R-A239-07	8.81432298				1.08505517	7.47557144	6.82448541	7.04636569	7.98508659	8.61201438	0.35158071		1.47816002	7.17760618	8.51215933	6.19905638
TCGA-BH-A18V-01A-11R-A12D-07	8.22901903		1.56364748	2.8227533		7.62994061	8.5832135	9.49578036	7.90500302	6.41293291	2.91809553	-0.97663086		8.55409357	8.93961972	9.60981768
TCGA-AR-A0TU-01A-31R-A109-07	8.32050148		-1.51402929	1.10972906	11.74961086	7.59881418	6.76140207	4.46089837	7.89633888	11.83311274	4.05398677			8.22558648	8.48229584	7.37889949
TCGA-A2-A3XZ-01A-42R-A239-07	9.39745132	0.45590673	-1.44749478		4.29263785	7.76215956	11.60070876	6.99804707	8.02754756	2.97992555	5.67904263		0.63280034	6.93464407	8.55933202	8.69851662
TCGA-AC-A2FM-01A-11R-A19W-07	10.56059227	-0.54011554			-0.86603015	7.26940311	7.22238336	6.25964388	7.15641463	10.29477638	3.43568693	-1.07869243	0.97781486	6.53308285	8.99028869	6.63504496
TCGA-E9-A1R3-01A-31R-A14M-07	10.9611701	0.82563499	-0.11524803	2.34947491	2.4433659	7.46952553	7.64466432	6.05339574	8.04450522	4.59409578	3.93485205		0.17752669	8.30127066	8.94476998	8.40234427
TCGA-A2-A0YH-01A-11R-A109-07	8.68889943	0.27148073				7.34882608	7.34777863	6.47842884	7.67188736	10.53546912	5.54947446			8.19550138	8.67536138	8.15639799
TCGA-E9-A22H-01A-11R-A157-07	10.6689664		1.82745283	0.84093733	0.61606519	8.14241146	7.25307163	7.82758889	8.38534919	8.71021702	3.87739375		2.30419883	7.04800382	8.67969866	6.91047975
TCGA-A2-A0ES-01A-11R-A115-07	10.99701189		2.22142197	-0.14630954	6.27644066	7.71066272	9.64498425	9.36167351	8.08418013	5.31581645	1.13428583	3.38953322	1.63955569	8.56509676	8.18945996	8.92491545
TCGA-AO-A03O-01A-11R-A00Z-07	9.28717855		2.0854403		0.39861218	8.24877989	6.67726112	5.32838743	6.62104557	11.87592419	4.94142531			7.47467774	8.49983917	7.85697265
TCGA-A8-A09Z-01A-11R-A00Z-07	10.03178389			2.54144663		8.04618797	6.69335646	4.50171101	8.04450522	11.64794456	4.27648917			6.83096055	8.13296129	9.15001197
TCGA-E9-A22G-01A-11R-A157-07	10.50889844			3.24512411	10.79899788	7.17404998	7.35985994	8.27899754	7.75663038	7.42545516	2.18193133		1.09942674	7.63860498	8.0823446	6.82519475
TCGA-E9-A3QA-01A-61R-A22K-07	8.08313504		0.21353921	2.19445831	11.12809088	7.480545	7.89902606	8.22367497	6.65073266	6.49079862	4.59681986	-0.1316327	-0.93927301	8.49664639	8.18760752	8.53757968
TCGA-C8-A1HI-01A-11R-A137-07	9.69855562			0.39021394	6.0074337	8.34573688	8.0573055	8.6448114	8.68143023	3.75299283	4.92387346	0.57076089	3.52833002	7.7273471	8.62057532	6.72706058
TCGA-AC-A2BK-01A-11R-A21T-07	8.50795613	-0.54527975		0.05846257	10.6689664	7.17817748	6.54208116	11.36972079	7.84473466	11.78341514	-1.41035429	0.26944154		9.96103711	8.0818348	4.70181992
TCGA-BH-A0C7-01B-11R-A115-07	10.67707459		0.18405922	-0.34591696	3.54384307	7.22778839	7.82010434	7.00333842	8.1828247	5.71183208	4.63892561	0.40671503	1.08674194	7.74963723	8.05700826	7.67814199
TCGA-AQ-A04J-01A-02R-A034-07	9.95354453	0.40829757	-1.45400275	2.7989989	10.63873431	7.50845816	9.08998077	9.57175881	7.7423713	0.88717665	2.03634578		0.25641957	8.34018249	8.21163614	9.8300533
TCGA-B6-A0X1-01A-11R-A109-07	7.35856482		-1.52828819		11.34480973	9.12140062	8.24248426	4.84618329	7.31740219	7.73762424	3.08515827			9.00863992	8.39170154	6.1869392
TCGA-S3-AA12-01A-11R-A41B-07	8.91727902	-0.05461454				7.4168912	5.77331867	6.16979966	7.70011218	11.77315931	2.97011823	0.5907007	0.22673727	5.82310303	8.49596696	5.63476124
TCGA-AO-A12D-01A-11R-A115-07	10.72592594		-0.48200165	1.45316987	11.26278235	6.92381953	7.87711122	10.376061	7.88937423	9.78746828	4.16498418			8.28011922	7.72910793	8.07684534
TCGA-AN-A041-01A-11R-A034-07	9.720682	-0.32325033		1.37405755	0.1498087	7.08674746	8.60664464	7.13205711	7.99195496	10.91015816	0.46021525		1.85850642	7.88694191	8.81557864	6.22580358
TCGA-A7-A3RF-01A-11R-A22K-07	9.54043014			2.17334671		6.94448755	6.90474928	5.27044632	7.79569231	11.85659125			-0.69955813	5.95429627	8.13296129	5.28193417
TCGA-AC-A3HN-01A-11R-A213-07	10.32981131	0.81525059	-1.35327709	-0.33524869	5.84673286	7.36624799	8.66779846	7.81704132	7.93791801	2.98470973	1.11815628	0.71130818	0.35864552	8.12567872	8.73652399	8.18720824
TCGA-AO-A12A-01A-21R-A115-07	10.43370656		-1.46784436	0.37674909	6.42484156	7.47515426	8.36508505	8.82860535	8.41940521	3.28218454	3.32289192	2.75371451	1.02916876	7.85201469	8.37551459	7.27702317
TCGA-E2-A14Q-01A-11R-A12D-07	10.86338298	-0.49455973	-1.53223342	2.01474348	5.26276822	7.91915219	8.2934303	8.44201182	7.94046041	6.38781932	2.03204779	1.60009525	0.21168039	7.65968433	8.48192222	7.55141017
TCGA-A8-A08T-01A-21R-A00Z-07	9.11670952		0.89690184			8.02074732	7.49677479	6.18407102	7.82130349	8.78236639	5.54947446		-0.16561356	7.5245743	8.41683231	6.81837488
TCGA-AC-A3W5-01A-11R-A22K-07	9.89432184	-0.56535307	-0.48448613	1.55095581	6.5151134	7.11263606	8.62324089	7.98106555	7.57562003	6.49079862	4.14638039			8.35119788	8.49052383	8.31151453
TCGA-AO-A0J2-01A-11R-A034-07	9.96480915		4.24627572	3.42959604	11.79607578	7.40964252	7.89179799	4.81792984	6.10865945	11.05963888	3.29909069		1.79493018	6.58517	8.16730014	7.58113632
TCGA-AR-A0U0-01A-11R-A109-07	8.86171701			1.97562241	3.58526658	8.65437822	7.35617013	7.07110802	8.91766933	11.81029691	2.51933683		1.47676605	9.13148655	8.43391022	8.23286727
TCGA-E9-A1NF-01A-11R-A14D-07	9.80452145		0.03215552	1.79648172	0.57760701	7.50360503	9.32885359	7.92141369	7.58712885	9.20559635	2.85326835		1.9086886	8.61452246	8.68984191	7.13106681
TCGA-D8-A1Y0-01A-11R-A14M-07	9.79141615	1.04450019	1.55095581	2.42282225	4.23811831	7.99442011	8.8679625	7.2818473	8.08763089	4.40806019	4.45218975		0.03454161	8.94629728	7.86906608	9.29033333
TCGA-E2-A1IK-01A-11R-A144-07	9.67790361	0.96811163	-1.54383759		5.10597107	7.81632693	7.38624457	6.47359726	7.86784975	11.84599389	-0.7706925	-0.5155239		6.57146582	8.39678884	8.28344852
TCGA-EW-A6SC-01A-12R-A32P-07	9.55258046		-0.57345628		4.98241214	7.71275565	8.07771212	7.59971696	7.67694258	5.13216851	3.88776026		0.81045429	7.98600452	7.74928005	10.05761664
TCGA-AC-A8OQ-01A-11R-A41B-07	10.19260552		-0.67219831	0.5796115	5.61952255	7.08026353	8.18318183	7.59343517	7.79938368	1.51498999	4.30838828	-0.44853633	1.21417003	8.19640201	8.38312428	7.8540217
TCGA-BH-A18N-01A-11R-A12D-07	8.71830201			2.17626623	0.40064338	7.27472173	6.68635305	5.15725553	8.12061361	11.50789192	2.18296133		1.30278914	6.73488154	8.21775259	6.63864759
TCGA-C8-A273-01A-11R-A16F-07	9.51663027	-0.25049558			5.36050876	7.82587907	7.4493927	6.67922835	7.66139505	10.47619925	2.62032995		1.0412916	7.45299492	8.44747166	7.57237651
TCGA-BH-A2L8-01A-11R-A18M-07	9.5512832	1.27031972	3.49496964	2.38279543	3.26283699	7.46522537	7.76633673	7.08963914	7.75821221	3.29833997	2.75485769		-0.30896856	7.99893412	8.53797032	9.05141475
TCGA-A8-A0A1-01A-11R-A00Z-07	10.03762323		2.22986946			7.44033186	7.49255888	5.65169109	7.70931806	11.81025788	5.83233598			8.35807778	8.43633967	7.38577577
TCGA-E2-A1B0-01A-11R-A12P-07	10.28823798	-0.30665922		0.79164101	1.42827863	7.78193796	9.94881503	9.24095531	7.83736184	9.5525558	3.57678562		0.01584527	8.46830258	7.88273203	9.08743579
TCGA-C8-A134-01A-11R-A115-07	7.76334189			2.02776202	8.60196685	8.00981553	7.25250937	9.61432818	7.88694191	4.03877456	5.42481003	0.67369348	1.01160796	8.42392329	7.91392266	8.18720824
TCGA-AC-A2QI-01A-12R-A19W-07	9.84329369	1.56364748		1.08851871	1.62287629	7.49540376	8.51757617	6.98174274	8.03827557	10.38567115	-0.3729588	-1.12401727		7.51451062	8.68381544	6.83348084
TCGA-AR-A24P-01A-11R-A169-07	10.79000051	-0.45529008			4.07494937	8.08384883	8.11983171	9.00576387	8.295843	4.17487821	2.46426661		2.07699865	8.13641978	8.6031469	7.61658872
TCGA-BH-A0RX-01A-21R-A084-07	9.047436			0.69657608	10.85304743	7.2669572	9.22099824	11.11705321	7.5977926	9.89493389	-1.37747455	-1.32677496		9.00020666	8.05656629	8.8770673
TCGA-A2-A04R-01A-41R-A109-07	10.01612954	-0.39767899	-0.33524869		1.11451861	7.93455166	6.97537559	6.05809633	7.71639767	11.83311274	3.08013709		0.80010157	7.2669572	8.06867019	5.59094303
TCGA-AO-A03U-01B-21R-A10J-07	9.93401578	0.4317728	-0.13381313	2.62032995	5.2239297	7.24402028	10.76230558	9.4139873	7.96082207	10.76593957	1.26198044		3.80851848	9.81586335	8.40383047	8.85009997
TCGA-OL-A66I-01A-21R-A29R-07	8.18203431			2.03356217	6.16511857	7.32789072	8.01579161	7.80354364	7.9506714	8.84280536	3.3179478	-1.320733	0.00892532	8.6779076	8.40749877	9.73122798
TCGA-E9-A5UO-01A-11R-A28M-07	9.67831055				2.64064913	7.79450076	7.31349887	5.55472704	7.90882937	11.77403499	-0.21731749		1.96117113	5.57587079	8.53040575	3.29156401
TCGA-A8-A076-01A-21R-A00Z-07	9.46057438	-0.25643176	-1.23470644			8.23021694	7.22677424	5.38797661	8.30059152	8.71021702	2.91809553		1.70471071	8.08135865	8.78277833	6.37102786
TCGA-E9-A1N8-01A-11R-A144-07	7.7476637		-0.08147917	1.20613325	11.80323128	7.10548685	6.69642704	10.5810201	8.47191146	6.34011445	3.06352693		-0.36878178	7.72224204	8.05046349	6.48934463
TCGA-A2-A0T6-01A-11R-A084-07	10.27489143	-0.29834213		0.70409041	-0.73338518	7.56966997	7.96757252	7.02938328	8.76698415	7.46377834	3.04014762			9.21214321	8.34497246	9.61830424
